ID,Date,EmployeeName,GrossPay,USC,PRSI,IncomeTax,NetPay
4,2024-01-25, Jane Doe,2146.3,32.198914,87.9983,42.926,107.315,50.0,1825.8618
4,2024-02-25, Jane Doe,2146.3,32.198914,87.9983,42.926,107.315,50.0,1825.8618
4,2024-03-25, Jane Doe,2146.3,32.198914,87.9983,42.926,107.315,50.0,1825.8618
4,2024-04-25, Jane Doe,2146.3,32.198914,87.9983,42.926,107.315,50.0,1825.8618
4,2024-05-25, Jane Doe,2146.3,32.198914,87.9983,42.926,107.315,50.0,1825.8618
4,2024-06-25, Jane Doe,2146.3,32.198914,87.9983,42.926,107.315,50.0,1825.8618
4,2024-07-25, Jane Doe,2146.3,32.198914,87.9983,42.926,107.315,50.0,1825.8618
4,2024-08-25, Jane Doe,2146.3,32.198914,87.9983,42.926,107.315,50.0,1825.8618
4,2024-09-25, Jane Doe,2146.3,32.198914,87.9983,42.926,107.315,50.0,1825.8618
4,2024-10-25, Jane Doe,2146.3,32.198914,87.9983,42.926,107.315,50.0,1825.8618
4,2024-11-25, Jane Doe,2402.4001,43.72342,98.49841,48.048,120.12,50.0,2042.0103
